ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,filter,link,program/id,program/title/0/value,program/body/0/value,program/body/0/summary,program/body/0/format,program/field_formatted_title/0/value,program/field_program_thumbnail/0/target_id,program/field_program_thumbnail/0/alt,program/field_program_thumbnail/0/title,program/field_program_thumbnail/0/width,program/field_program_thumbnail/0/height,program/field_program_thumbnail/0/uri,program/field_duration/0/value,program/field_location/entities/0/tid,program/field_location/entities/0/name/0/value,program/field_location/nids/0,program/field_location/type,program/field_commitment/entities/0/tid,program/field_commitment/entities/0/name/0/value,program/field_commitment/entities/1/tid,program/field_commitment/entities/1/name/0/value,program/field_commitment/nids/0,program/field_commitment/nids/1,program/field_commitment/type,program/field_align_program/type,program/field_degree_type/entities/0/tid,program/field_degree_type/entities/0/name/0/value,program/field_degree_type/entities/0/description/0/value,program/field_degree_type/entities/0/description/0/format,program/field_degree_type/nids/0,program/field_degree_type/type,program/field_undergrad_degree_type/type,program/field_area_of_study/entities/0/tid,program/field_area_of_study/entities/0/name/0/value,program/field_area_of_study/nids/0,program/field_area_of_study/type,program/field_study_options/entities/0/tid,program/field_study_options/entities/0/name/0/value,program/field_study_options/nids/0,program/field_study_options/type,program/field_plus_one/type,program/field_stackable_certificate/nids/0,program/field_stackable_certificate/type,program/field_visa_eligible/nids/0,program/field_visa_eligible/type,program/field_align_transform/value,program/tids/0,program/tids/1,program/tids/2,program/tids/3,program/tids/4,program/tids/5,program/field_area_of_study/entities/1/tid,program/field_area_of_study/entities/1/name/0/value,program/field_area_of_study/entities/2/tid,program/field_area_of_study/entities/2/name/0/value,program/field_area_of_study/nids/1,program/field_area_of_study/nids/2,program/tids/6,program/tids/7,program/field_accredidation/0/value,program/field_accredidation/0/format,program/field_accredidation_link/0/value,program/field_degree_type/entities/1/tid,program/field_degree_type/entities/1/name/0/value,program/field_degree_type/entities/1/description/0/value,program/field_degree_type/entities/1/description/0/format,program/field_degree_type/entities/2/tid,program/field_degree_type/entities/2/name/0/value,program/field_degree_type/entities/2/description/0/value,program/field_degree_type/entities/2/description/0/format,program/field_degree_type/nids/1,program/field_degree_type/nids/2,program/field_plus_one/entities/0/tid,program/field_plus_one/entities/0/name/0/value,program/field_plus_one/nids/0,program/field_study_options/entities/1/tid,program/field_study_options/entities/1/name/0/value,program/field_study_options/nids/1
4577,8,2016-10-25 01:13:58,2016-10-25 01:13:58,"&nbsp;

The Graduate Certificate in Security and Resilience Studies prepares students to manage contemporary transnational risks through a systematic understanding of the factors that allow us to prepare for, withstand, rapidly recover from, and adapt to natural, man-made, and malicious disruptive events.",Graduate Certificate in Security and Resilience Studies — Boston,,publish,closed,closed,,graduate-certificate-in-security-and-resilience-studies-boston-14293,,,2022-11-27 21:39:06,2022-11-27 21:39:06,,0,https://www.northeastern.edu/graduate/?post_type=program&#038;p=4577,0,program,,0,raw,https://www.northeastern.edu/graduate/program/graduate-certificate-in-security-and-resilience-studies-boston-14293/,14293,Graduate Certificate in Security and Resilience Studies — Boston,"<p>The Graduate Certificate in Security and&nbsp;Resilience Studies prepares students to manage contemporary transnational risks through a systematic understanding of the factors that allow us to prepare for, withstand, rapidly recover from, and adapt to natural, man-made, and malicious disruptive events.</p>
",,basic_html,Security and Resilience Studies,2714,Graduate Certificate in Security and Resilience Studies,,100,150,https://pim.northeastern.edu/sites/default/files/2022-09/MSSRS_Thumbnail_100x150_4.jpg,1 Year,1,Boston,1,taxonomy,4,Part-Time,,,4,,taxonomy,taxonomy,39,Certificate,,,39,taxonomy,taxonomy,53,Political Science & Security,53,taxonomy,41,Hybrid,41,taxonomy,taxonomy,,taxonomy,,taxonomy,,1,4,39,53,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,8,2016-10-25 01:13:58,2016-10-25 01:13:58,"We live in a world of increasing transnational risks, systemic vulnerabilities, and environmental challenges. Our Master of Science in Security and Resilience Studies program provides skills in data analysis, leadership, and systemic thinking to help the next generation of leaders build organizations, communities, and societies that can withstand forthcoming challenges. We have seen great success in placing students in a number of security and resilience related industries. Some of our alumni are now working at CyberSheath Services International, LLC, Massachusetts Port Authority, Volpe Center, and the UnitedHealth Group.",Master of Science in Security and Resilience Studies,,publish,closed,closed,,master-of-science-in-security-and-resilience-studies-14294,,,2022-11-27 21:39:06,2022-11-27 21:39:06,,0,https://www.northeastern.edu/graduate/?post_type=program&#038;p=4578,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-science-in-security-and-resilience-studies-14294/,14294,Master of Science in Security and Resilience Studies,"<p dir=""ltr"">We live in a world of increasing transnational risks, systemic vulnerabilities, and environmental challenges. Our Master of Science in Security and Resilience Studies program provides skills in data analysis, leadership, and systemic thinking to help the next generation of leaders build organizations, communities, and societies that can withstand forthcoming challenges. We have seen great success in placing students in a number of security and resilience-related industries. Our alumni are now working at CyberSheath Services International, LLC, Massachusetts Port Authority, Volpe Center, and the UnitedHealth Group.<br />
&nbsp;</p>
",,basic_html,Security and Resilience Studies,2710,Master of Science in Security and Resilience Studies,,100,150,https://pim.northeastern.edu/sites/default/files/2022-09/MSSRS_Thumbnail_100x150_2.jpg,1 year,1,Boston,1,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,53,Political Science & Security,53,taxonomy,41,Hybrid,41,taxonomy,taxonomy,,taxonomy,,taxonomy,,1,3,4,38,53,41,,,,,,,57,,,,,,,,,,,,,,,57,Plus One,57,,,
4651,8,2016-10-25 01:12:13,2016-10-25 01:12:13,"&nbsp;

The Graduate Certificate in Security and Resilience Studies prepares students to manage contemporary transnational risks through a systematic understanding of the factors that allow us to prepare for, withstand, rapidly recover from, and adapt to natural, man-made, and malicious disruptive events.",Graduate Certificate in Security and Resilience Studies — Seattle,,publish,closed,closed,,graduate-certificate-in-security-and-resilience-studies-seattle-14433,,,2022-11-27 21:39:09,2022-11-27 21:39:09,,0,https://www.northeastern.edu/graduate/?post_type=program&#038;p=4651,0,program,,0,raw,https://www.northeastern.edu/graduate/program/graduate-certificate-in-security-and-resilience-studies-seattle-14433/,14433,Graduate Certificate in Security and Resilience Studies — Seattle,"<p>The Graduate Certificate in Security and&nbsp;Resilience Studies prepares students to manage contemporary transnational risks through a systematic understanding of the factors that allow us to prepare for, withstand, rapidly recover from, and adapt to natural, man-made, and malicious disruptive events.</p>
",,basic_html,Security and Resilience Studies,2716,Graduate Certificate in Security and Resilience Studies — Seattle,,100,150,https://pim.northeastern.edu/sites/default/files/2022-09/MSSRS_Thumbnail_100x150_5.jpg,1 Year,45,Seattle,45,taxonomy,4,Part-Time,,,4,,taxonomy,taxonomy,39,Certificate,,,39,taxonomy,taxonomy,53,Political Science & Security,53,taxonomy,37,Online,37,taxonomy,taxonomy,,taxonomy,,taxonomy,,45,4,39,53,37,41,,,,,,,,,,,,,,,,,,,,,,,,,41,Hybrid,41
7149,8,2018-03-09 20:25:25,2018-03-09 20:25:25,-Auto created by import-,Master of Science in Security and Resilience Studies-Seattle,,publish,closed,closed,,master-of-science-in-security-and-resilience-studies-seattle-17109,,,2022-11-27 21:39:25,2022-11-27 21:39:25,,0,https://www.northeastern.edu/graduate/program/master-of-science-in-security-and-resilience-studies-17109/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-science-in-security-and-resilience-studies-seattle-17109/,17109,Master of Science in Security and Resilience Studies-Seattle,"<p>We live in a world of increasing transnational risks, systemic vulnerabilities, and environmental challenges. Our Master of Science in Security and Resilience Studies program provides skills in data analysis, leadership, and systemic thinking to help the next generation of leaders build organizations, communities, and societies that can withstand forthcoming challenges. We have seen great success in placing students in a number of security and resilience-related industries. Our alumni are now working at CyberSheath Services International, LLC, Massachusetts Port Authority, Volpe Center, and the UnitedHealth Group.<br />
&nbsp;</p>
",,basic_html,Security and Resilience Studies,2712,Master of Science in Security and Resilience Studies,,100,150,https://pim.northeastern.edu/sites/default/files/2022-09/MSSRS_Thumbnail_100x150_3.jpg,1 year,45,Seattle,45,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,53,Political Science & Security,53,taxonomy,37,Online,37,taxonomy,taxonomy,,taxonomy,,taxonomy,,45,3,4,38,53,37,,,,,,,41,,,,,,,,,,,,,,,,,,41,Hybrid,41
12481,1,2022-09-15 18:11:45,2022-09-15 18:11:45,-Auto created by import-,Master of Science in Security and Resilience Studies — Arlington,,publish,closed,closed,,master-of-science-in-security-and-resilience-studies-arlington-19181,,,2022-11-27 21:39:55,2022-11-27 21:39:55,,0,https://www.northeastern.edu/graduate/program/master-of-science-in-security-and-resilience-studies-arlington-19181/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-science-in-security-and-resilience-studies-arlington-19181/,19181,Master of Science in Security and Resilience Studies — Arlington,"<p>We live in a world of increasing transnational risks, systemic vulnerabilities, and environmental challenges. Our Master of Science in Security and Resilience Studies program provides skills in data analysis, leadership, and systemic thinking to help the next generation of leaders build organizations, communities, and societies that can withstand forthcoming challenges. Graduates have been successful in a number of security and resilience-related industries—moving on to careers at organizations like CyberSheath Services International, Massachusetts Port Authority, Volpe Center, and the UnitedHealth Group.</p>

<p>&nbsp;</p>
",,basic_html,Security and Resilience Studies,2704,Master of Science in Security and Resilience Studies,,100,150,https://pim.northeastern.edu/sites/default/files/2022-09/MSSRS_Thumbnail_100x150.jpg,1-2 Years,87,Virginia,87,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,53,Political Science & Security,53,taxonomy,41,Hybrid,41,taxonomy,taxonomy,,taxonomy,,taxonomy,,87,3,4,38,53,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
11770,1,2022-03-02 17:22:26,2022-03-02 17:22:26,-Auto created by import-,Master of Science in Security and Resilience Studies/1-Year Experiential,,publish,closed,closed,,master-of-science-in-security-and-resilience-studies-1-year-experiential-19066,,,2022-11-27 21:39:46,2022-11-27 21:39:46,,0,https://www.northeastern.edu/graduate/program/master-of-science-in-security-and-resilience-studies-1-year-experiential-19066/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-science-in-security-and-resilience-studies-1-year-experiential-19066/,19066,Master of Science in Security and Resilience Studies/1-Year Experiential,"<p>The Master of Science in Security and Resilience Studies/1-Year Experiential program is an accelerated, hands-on path to a cutting-edge degree preparing students to deploy strategic approaches to environmental and societal threats.</p>
",,basic_html,Security and Resilience Studies 1-Year Experiential,2718,Master of Science in Security and Resilience Studies/1-Year Experiential,,100,150,https://pim.northeastern.edu/sites/default/files/2022-09/MSSRS_Thumbnail_100x150_6.jpg,1 year ,69,Online,69,taxonomy,3,Full-Time,,,3,,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,53,Political Science & Security,53,taxonomy,37,Online,37,taxonomy,taxonomy,,taxonomy,,taxonomy,,69,3,38,53,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11143,1,2021-07-01 20:41:38,2021-07-01 20:41:38,-Auto created by import-,Graduate Certificate in Social Media for Organizational Performance-Boston,,publish,closed,closed,,graduate-certificate-in-social-media-for-organizational-performance-boston-18899,,,2022-11-27 21:39:45,2022-11-27 21:39:45,,0,https://www.northeastern.edu/graduate/program/graduate-certificate-in-social-media-for-organizational-performance-boston-18899/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/graduate-certificate-in-social-media-for-organizational-performance-boston-18899/,18899,Graduate Certificate in Social Media for Organizational Performance-Boston,"<p>The Graduate Certificate in Social Media for Organizational Performance provides a comprehensive overview of social media skills and helps students develop a strategic framework for advancement and leadership.</p>
",,basic_html,Social Media for Organizational Performance,2497,Graduate Certificate in Social Media for Organizational Performance - Boston,,100,150,https://pim.northeastern.edu/sites/default/files/2021-06/SocialMediaThumbnail.jpeg,6-12 months,1,Boston,1,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,39,Certificate,,,39,taxonomy,taxonomy,24,Communications & Journalism,24,taxonomy,40,Classroom,40,taxonomy,taxonomy,,taxonomy,,taxonomy,,1,3,4,39,24,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
11144,1,2021-07-01 20:41:53,2021-07-01 20:41:53,-Auto created by import-,Graduate Certificate in Social Media for Organizational Performance-Online,,publish,closed,closed,,graduate-certificate-in-social-media-for-organizational-performance-online-18900,,,2022-11-27 21:39:45,2022-11-27 21:39:45,,0,https://www.northeastern.edu/graduate/program/graduate-certificate-in-social-media-for-organizational-performance-online-18900/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/graduate-certificate-in-social-media-for-organizational-performance-online-18900/,18900,Graduate Certificate in Social Media for Organizational Performance-Online,"<p>The Graduate Certificate in Social Media for&nbsp;Organizational Performance provides a comprehensive overview of social media skills and helps students develop a strategic framework for advancement and leadership.</p>
",,basic_html,Social Media for Organizational Performance,2499,Graduate Certificate in Social Media for Organizational Performance - Online,,100,150,https://pim.northeastern.edu/sites/default/files/2021-06/_DSC0072.jpg,6-12 months,69,Online,69,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,39,Certificate,,,39,taxonomy,taxonomy,24,Communications & Journalism,24,taxonomy,37,Online,37,taxonomy,taxonomy,,taxonomy,,taxonomy,,69,3,4,39,24,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,8,2016-10-25 01:13:06,2016-10-25 01:13:06,The Computer Systems Engineering Graduate Certificate program focuses on the socio-technical approach to software engineering.,Graduate Certificate in Software Engineering Systems,,publish,closed,closed,,graduate-certificate-in-software-engineering-systems-14354,,,2022-11-27 21:39:07,2022-11-27 21:39:07,,0,https://www.northeastern.edu/graduate/?post_type=program&#038;p=4612,0,program,,0,raw,https://www.northeastern.edu/graduate/program/graduate-certificate-in-software-engineering-systems-14354/,14354,Graduate Certificate in Software Engineering Systems,"<p>The Graduate Certificate in&nbsp;Software Engineering Systems focuses on the socio-technical approach to software engineering.</p>
",,basic_html,Software Engineering Systems ,694,Graduate Certificate in Software Engineering Systems,,100,150,https://pim.northeastern.edu/sites/default/files/2016-08/computer%20science%20iStock_000013471133Medium_0.jpg,1-1.5 Years,1,Boston,1,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,39,Certificate,,,39,taxonomy,taxonomy,50,Computing  and IT,50,taxonomy,40,Classroom,40,taxonomy,taxonomy,,taxonomy,,taxonomy,,1,3,4,39,50,26,26,Engineering,,,26,,40,,,,,,,,,,,,,,,,,,,,
10204,8,2020-09-15 14:33:02,2020-09-15 14:33:02,-Auto created by import-,Master of Science in Software Engineering Systems,,publish,closed,closed,,master-of-science-in-software-engineering-systems-18774,,,2022-11-27 21:39:36,2022-11-27 21:39:36,,0,https://www.northeastern.edu/graduate/program/master-of-science-in-software-engineering-systems-18774/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-science-in-software-engineering-systems-18774/,18774,Master of Science in Software Engineering Systems,"<p>The Master of Science in Software Engineering Systems degree prepares students for in-demand careers as software developers engineering complex software systems for social impact.</p>
",,basic_html,Software Engineering Systems ,2404,Master of Science in Software Engineering Systems,,100,150,https://pim.northeastern.edu/sites/default/files/2020-09/_DSC0072.jpg,2 years,1,Boston,1,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,26,Engineering,26,taxonomy,40,Classroom,40,taxonomy,taxonomy,,taxonomy,,taxonomy,,1,3,4,38,26,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
12280,1,2022-06-15 13:01:11,2022-06-15 13:01:11,-Auto created by import-,Graduate Certificate in Software Engineering Systems — Arlington,,publish,closed,closed,,graduate-certificate-in-software-engineering-systems-arlington-19131,,,2022-11-27 21:39:54,2022-11-27 21:39:54,,0,https://www.northeastern.edu/graduate/program/graduate-certificate-in-software-engineering-systems-arlington-19131/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/graduate-certificate-in-software-engineering-systems-arlington-19131/,19131,Graduate Certificate in Software Engineering Systems — Arlington,"<p>The Graduate Certificate in&nbsp;Software Engineering&nbsp;Systems focuses on the socio-technical approach to software engineering.</p>
",,basic_html,Software Engineering Systems ,2641,tech workers,,100,150,https://pim.northeastern.edu/sites/default/files/2022-06/Group-tech-workers-thumb.jpeg,1-1.5 Years,87,Virginia,87,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,39,Certificate,,,39,taxonomy,taxonomy,26,Engineering,26,taxonomy,41,Hybrid,41,taxonomy,taxonomy,,taxonomy,,taxonomy,,87,3,4,39,26,41,,,,,,,40,,,,,,,,,,,,,,,,,,40,Classroom,40
12282,1,2022-06-15 13:16:11,2022-06-15 13:16:11,-Auto created by import-,Master of Science in Software Engineering Systems — Arlington,,publish,closed,closed,,master-of-science-in-software-engineering-systems-arlington-19124,,,2022-11-27 21:39:54,2022-11-27 21:39:54,,0,https://www.northeastern.edu/graduate/program/master-of-science-in-software-engineering-systems-arlington-19124/,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-science-in-software-engineering-systems-arlington-19124/,19124,Master of Science in Software Engineering Systems — Arlington ,"<p>The Master of Science in Software Engineering Systems degree prepares students for in-demand careers as software developers engineering complex software systems for social impact.</p>
",,basic_html,Software Engineering Systems ,2623,Master of Science in Software Engineering Systems ,,100,150,https://pim.northeastern.edu/sites/default/files/2022-05/software-engineeering-systems-thumbnail.jpg,12-18 Months,87,Virginia,87,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,26,Engineering,26,taxonomy,41,Hybrid,41,taxonomy,taxonomy,,taxonomy,,taxonomy,,87,3,4,38,26,41,,,,,,,40,,,,,,,,,,,,,,,,,,40,Classroom,40
4404,8,2016-10-25 01:16:05,2016-10-25 01:16:05,The Master of Education in Special Education allows licensed educators to enhance their professional portfolio and gain experience teaching and supporting students with specialized learning needs.,Master of Education in Special Education — Boston,,publish,closed,closed,,master-of-education-in-special-education-boston-289,,,2022-11-27 21:38:42,2022-11-27 21:38:42,,0,https://www.northeastern.edu/graduate/?post_type=program&#038;p=4404,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-education-in-special-education-boston-289/,289,Master of Education in Special Education — Boston,"<p>The Master of Education in Special Education allows licensed educators to enhance their professional portfolios and gain experience teaching and supporting students with specialized learning needs.</p>
",,basic_html,Special Education,609,Master of Education in Special Education — Boston,,100,150,https://pim.northeastern.edu/sites/default/files/2016-08/Behrakis%20copy%202_1.jpg,1.5-2 Years,1,Boston,1,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,25,Education & Learning,25,taxonomy,41,Hybrid,41,taxonomy,taxonomy,,taxonomy,,taxonomy,,1,3,4,38,25,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,8,2016-10-25 01:16:05,2016-10-25 01:16:05,The Master of Education in Special Education allows licensed educators to enhance their professional portfolio and gain experience teaching and supporting students with specialized learning needs.,Master of Education in Special Education — Online,,publish,closed,closed,,master-of-education-in-special-education-online-290,,,2022-11-27 21:38:42,2022-11-27 21:38:42,,0,https://www.northeastern.edu/graduate/?post_type=program&#038;p=4405,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-education-in-special-education-online-290/,290,Master of Education in Special Education — Online,"<p>The Master of Education in Special Education allows licensed educators to enhance their professional portfolios and gain experience teaching and supporting students with specialized learning needs.</p>
",,basic_html,Special Education,1122,Master of Education in Special Education — Online,,100,150,https://pim.northeastern.edu/sites/default/files/2016-08/Binja%20B_Landing%20Page_Edit%20%281%29.jpg,1.5-2 Years,69,Online,69,taxonomy,3,Full-Time,4,Part-Time,3,4,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,25,Education & Learning,25,taxonomy,37,Online,37,taxonomy,taxonomy,,taxonomy,,taxonomy,,69,3,4,38,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,8,2016-10-25 01:16:05,2016-10-25 01:16:05,The Masters of Science degree in Speech-Language Pathology prepares future speech-language pathologists for the rigors of clinical practice in educational and healthcare settings.,Master of Science in Speech-Language Pathology,,publish,closed,closed,,master-of-science-in-speech-language-pathology-653,,,2022-11-27 21:38:43,2022-11-27 21:38:43,,0,https://www.northeastern.edu/graduate/?post_type=program&#038;p=4440,0,program,,0,raw,https://www.northeastern.edu/graduate/program/master-of-science-in-speech-language-pathology-653/,653,Master of Science in Speech-Language Pathology,"<p>The Master&nbsp;of Science in Speech-Language Pathology degree prepares future speech-language pathologists for the rigors of clinical practice in educational and healthcare settings.</p>
",,basic_html,Speech-Language Pathology,475,Master of Science in Speech-Language Pathology,,100,150,https://pim.northeastern.edu/sites/default/files/2016-07/Campus_in_Fall_26OCT10_008_8.jpg,2 Years,1,Boston,1,taxonomy,3,Full-Time,,,3,,taxonomy,taxonomy,38,Master's,,,38,taxonomy,taxonomy,48,Nursing & Healthcare,48,taxonomy,40,Classroom,40,taxonomy,taxonomy,,taxonomy,,taxonomy,,1,3,38,48,40,57,,,,,,,,,"<p>The Master of Science (M.S.) education program in speech-language pathology (residential) at Northeastern University is accredited by the Council on Academic Accreditation in Audiology and Speech-Language Pathology (CAA) of the American Speech-Language-Hearing Association, 2200 Research Boulevard #310, Rockville, Maryland 20850, 800-498-2071 or 301-296-5700.</p>
",basic_html,http://caa.asha.org/,,,,,,,,,,,57,Plus One,57,,,
